Selected,Dataset,SpeakerCount,SpeakerIDs,Stage,Seed,Epoch,FGD,BC,DIV,MSE,LVD,Checkpoint
True,BEAT2 English all speakers,25,"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,20,21,22,23,24,25,27,28,30",sparse,43,246,0.3556307244277832,0.5096990560447426,8.40927975570277,4.438668717439196e-08,1.4350174388422715e-05,weights/all_speakers/best_semtalk_sparse.bin
False,BEAT2 English all speakers,25,"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,20,21,22,23,24,25,27,28,30",sparse,42,389,0.35727810987588526,0.511512068911816,8.434482755740987,4.435560551129576e-08,1.4345710878669898e-05,not-released
False,BEAT2 English all speakers,25,"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,20,21,22,23,24,25,27,28,30",sparse,44,310,0.35889092831400227,0.5111022366060884,8.455398778226492,4.4556870113971444e-08,1.4351352607574671e-05,not-released
